P1_lam,P1_ram,P2_lam,P2_ram,P3_lam,P3_ram,P4_lam,P4_ram,P5_lam,P5_ram,P6_lam,P6_ram,P7_lam,P7_ram
60590,153977,,,147973,132384,150176,152378,,,,,91516,149456
59506,153998,,,147795,132551,150258,152385,,,,,92341,149444
58439,153998,,,147590,132709,150328,152415,,,,,93268,149436
57342,154032,,,147359,132913,150373,152420,,,,,94119,149411
56271,153998,,,147193,133073,150400,152436,,,,,94901,149431
55283,153974,,,146972,133278,150424,152444,,,,,95776,149449
54262,153982,,,146741,133522,150430,152450,,,,,96606,149444
53222,153980,,,146485,133756,150424,152454,,,,,97526,149445
52248,153958,,,146253,134012,150452,152470,,,,,98353,149450
51328,153924,,,145959,134203,150485,152489,,,,,99200,149460
50440,153862,,,145737,134418,150543,152528,,,,,99956,149459
49708,153830,,,145496,134626,150596,152553,,,,,100820,149450
48998,153799,,,145132,134892,150662,152570,,,,,101730,149449
48361,153782,,,144982,135133,150729,152577,,,,,102557,149452
47766,153750,,,144769,135287,150777,152576,,,,,103357,149443
47287,153735,,,144510,135463,150825,152584,,,,,104155,149451
46904,153768,,,144314,135626,150856,152599,,,,,104971,149457
46501,153792,,,144140,135768,150876,152607,,,,,105792,149463
46240,153790,,,143930,135892,,,,,,,106536,149464
46109,153795,,,143749,136102,,,,,,,107375,149469
46037,153817,,,143570,136219,,,,,,,108222,149452
46023,153867,,,143401,136373,,,,,,,109021,149418
46096,153892,,,143272,136481,,,,,,,109896,149396
46229,153942,,,143138,136558,,,,,,,110687,149448
46413,154010,,,143039,136659,,,,,,,111493,149434
46689,154066,,,142963,136750,,,,,,,112326,149432
47023,154088,,,142910,136796,,,,,,,113100,149460
47394,154109,,,142848,136870,,,,,,,113915,149488
47852,154165,,,142791,136885,,,,,,,114759,149551
48423,154241,,,142758,136931,,,,,,,115583,149572
49056,154253,,,142758,136892,,,,,,,116406,149593
49720,154259,,,142780,136900,,,,,,,117225,149600
50419,154281,,,142811,136883,,,,,,,118021,149606
51077,154316,,,142888,136867,,,,,,,118796,149600
51872,154283,,,142971,136802,,,,,,,119537,149592
52705,154269,,,143039,136742,,,,,,,120254,149489
53585,154242,,,143123,136709,,,,,,,120978,149463
54512,154191,,,143205,136655,,,,,,,121662,149452
55484,154109,,,143310,136625,,,,,,,122347,149432
56493,154093,,,143412,136526,,,,,,,122950,149417
57576,154022,,,143518,136543,,,,,,,123770,149404
58667,153963,,,143600,136479,,,,,,,124468,149399
59758,153920,,,143768,136436,,,,,,,125132,149418
60924,153951,,,143863,136401,,,,,,,125775,149446
62116,153935,,,143879,136370,,,,,,,126494,149465
63294,153944,,,144047,136363,,,,,,,127209,149483
64455,153925,,,,,,,,,,,127907,149497
65669,153934,,,,,,,,,,,128579,149523
66920,153955,,,,,,,,,,,129270,149530
68202,153961,,,,,,,,,,,129920,149558
69440,153979,,,,,,,,,,,130592,149587
70690,153992,,,,,,,,,,,131263,149605
71944,153988,,,,,,,,,,,131937,149630
73173,154006,,,,,,,,,,,132626,149644
74394,154034,,,,,,,,,,,133307,149671
75579,154100,,,,,,,,,,,133978,149683
76767,154168,,,,,,,,,,,134633,149699
78031,154243,,,,,,,,,,,135305,149714
79215,154306,,,,,,,,,,,135909,149750
80401,154348,,,,,,,,,,,136551,149785
81465,154412,,,,,,,,,,,137174,149822
82670,154469,,,,,,,,,,,137804,149854
83964,154524,,,,,,,,,,,138390,149884
85157,154652,,,,,,,,,,,139009,149919
86163,154736,,,,,,,,,,,139698,149939
87306,154809,,,,,,,,,,,140307,149952
88443,154897,,,,,,,,,,,140932,149957
89545,154997,,,,,,,,,,,141579,149967
90760,155109,,,,,,,,,,,142215,149971
91913,155173,,,,,,,,,,,142829,149988
93075,155197,,,,,,,,,,,143472,149995
94212,155300,,,,,,,,,,,144099,150017
95309,155396,,,,,,,,,,,144769,150037
96393,155644,,,,,,,,,,,145417,150057
97421,155746,,,,,,,,,,,146100,150066
98504,155830,,,,,,,,,,,146760,150115
99605,155905,,,,,,,,,,,147432,150138
100733,155966,,,,,,,,,,,148070,150150
101855,156064,,,,,,,,,,,148711,150154
102942,156003,,,,,,,,,,,149338,150130
104038,156109,,,,,,,,,,,149938,150101
105090,156194,,,,,,,,,,,150602,150082
106160,156272,,,,,,,,,,,151370,150068
107282,156344,,,,,,,,,,,152058,150084
108377,156413,,,,,,,,,,,152723,150101
109508,156480,,,,,,,,,,,153324,150113
110668,156535,,,,,,,,,,,153956,150111
111782,156597,,,,,,,,,,,154557,150121
112850,156655,,,,,,,,,,,155118,150116
113977,156686,,,,,,,,,,,155660,150091
115094,156750,,,,,,,,,,,156176,150081
116193,156805,,,,,,,,,,,156689,150070
117285,156855,,,,,,,,,,,157146,150093
118409,156889,,,,,,,,,,,157535,150122
119566,156903,,,,,,,,,,,157911,150123
120721,156890,,,,,,,,,,,158246,150122
121851,156910,,,,,,,,,,,158601,150125
122973,156911,,,,,,,,,,,158934,150097
124103,156912,,,,,,,,,,,159395,150090
125224,156924,,,,,,,,,,,159805,150093
126371,156919,,,,,,,,,,,160257,150106
127549,156935,,,,,,,,,,,160691,150096
128620,156925,,,,,,,,,,,161120,150136
129736,156919,,,,,,,,,,,161535,150179
130837,156926,,,,,,,,,,,161860,150241
131830,156953,,,,,,,,,,,162170,150275
132749,156941,,,,,,,,,,,162514,150343
133628,156916,,,,,,,,,,,162848,150389
134505,156886,,,,,,,,,,,163181,150421
135390,156842,,,,,,,,,,,163526,150458
136277,156792,,,,,,,,,,,163844,150486
137148,156764,,,,,,,,,,,164097,150525
137965,156748,,,,,,,,,,,164333,150584
138735,156761,,,,,,,,,,,164585,150645
139420,156779,,,,,,,,,,,164832,150719
140004,156771,,,,,,,,,,,165055,150782
140594,156759,,,,,,,,,,,165387,150860
141203,156704,,,,,,,,,,,165752,150917
141882,156638,,,,,,,,,,,166068,150966
142622,156565,,,,,,,,,,,166328,151028
143435,156513,,,,,,,,,,,166545,151095
144258,156418,,,,,,,,,,,166733,151130
145034,156380,,,,,,,,,,,166904,151148
145754,156350,,,,,,,,,,,167049,151156
146424,156322,,,,,,,,,,,167194,151166
147035,156310,,,,,,,,,,,167315,151145
147586,156306,,,,,,,,,,,167462,151103
148130,156346,,,,,,,,,,,167541,151045
148649,156383,,,,,,,,,,,167597,151003
149228,156415,,,,,,,,,,,167678,150962
149857,156410,,,,,,,,,,,167694,150929
150517,156425,,,,,,,,,,,167705,150881
151196,156420,,,,,,,,,,,167630,150837
151874,156477,,,,,,,,,,,167492,150798
152556,156500,,,,,,,,,,,167275,150742
153217,156513,,,,,,,,,,,167054,150699
153773,156556,,,,,,,,,,,166770,150643
154301,156629,,,,,,,,,,,166483,150554
154758,156686,,,,,,,,,,,166191,150450
155219,156751,,,,,,,,,,,165759,150396
155705,156810,,,,,,,,,,,165300,150330
156141,156854,,,,,,,,,,,164793,150225
156593,156919,,,,,,,,,,,164235,150172
157057,156955,,,,,,,,,,,163606,150075
157529,156949,,,,,,,,,,,162948,150011
157994,156921,,,,,,,,,,,162161,149908
158450,156904,,,,,,,,,,,161324,149853
158860,156895,,,,,,,,,,,160353,149778
159177,156881,,,,,,,,,,,159342,149726
159457,156812,,,,,,,,,,,158250,149651
159711,156811,,,,,,,,,,,157084,149564
160019,156776,,,,,,,,,,,155855,149533
160238,156742,,,,,,,,,,,154465,149434
160472,156716,,,,,,,,,,,153120,149353
160692,156710,,,,,,,,,,,151610,149267
160882,156697,,,,,,,,,,,149878,149169
161039,156664,,,,,,,,,,,148343,149057
161154,156625,,,,,,,,,,,146628,148941
161230,156594,,,,,,,,,,,144851,148811
161265,156557,,,,,,,,,,,143070,148689
161313,156534,,,,,,,,,,,141179,148540
161360,156507,,,,,,,,,,,139241,148441
161420,156523,,,,,,,,,,,137185,148342
161470,156516,,,,,,,,,,,135066,148217
161474,156511,,,,,,,,,,,132901,148139
161459,156529,,,,,,,,,,,130747,148024
161420,156547,,,,,,,,,,,128517,147922
161369,156533,,,,,,,,,,,126162,147793
161285,156540,,,,,,,,,,,123792,147710
161173,156536,,,,,,,,,,,121396,147637
160956,156502,,,,,,,,,,,118954,147522
160801,156463,,,,,,,,,,,116515,147413
160649,156432,,,,,,,,,,,114057,147298
160443,156409,,,,,,,,,,,111598,147189
160246,156360,,,,,,,,,,,109137,147115
160026,156309,,,,,,,,,,,106660,147035
159881,156278,,,,,,,,,,,104208,147067
159742,156249,,,,,,,,,,,101782,147040
159496,156240,,,,,,,,,,,99238,146980
159214,156239,,,,,,,,,,,96773,147023
158815,156206,,,,,,,,,,,94387,147092
158381,156151,,,,,,,,,,,91983,147174
157856,156098,,,,,,,,,,,89617,147232
157302,156058,,,,,,,,,,,87297,147298
156696,156001,,,,,,,,,,,85038,147357
156105,155964,,,,,,,,,,,82711,147415
155326,155910,,,,,,,,,,,80437,147450
154538,155829,,,,,,,,,,,78151,147474
153676,155734,,,,,,,,,,,75822,147446
152746,155647,,,,,,,,,,,73519,147406
151763,155565,,,,,,,,,,,71239,147353
150723,155432,,,,,,,,,,,68999,147286
149659,155357,,,,,,,,,,,66685,147247
148570,155280,,,,,,,,,,,64485,147189
147475,155215,,,,,,,,,,,62361,147157
146336,155126,,,,,,,,,,,60249,147165
145175,155041,,,,,,,,,,,58146,147219
144022,154959,,,,,,,,,,,56086,147299
142712,154853,,,,,,,,,,,54067,147309
141708,154755,,,,,,,,,,,52071,147268
140545,154664,,,,,,,,,,,50104,147315
139348,154622,,,,,,,,,,,48155,147316
138131,154594,,,,,,,,,,,46311,147325
136858,154578,,,,,,,,,,,44516,147331
135579,154596,,,,,,,,,,,42783,147359
134215,154608,,,,,,,,,,,41113,147392
132751,154640,,,,,,,,,,,39479,147449
131283,154638,,,,,,,,,,,37944,147472
129798,154631,,,,,,,,,,,36469,147525
128361,154609,,,,,,,,,,,35095,147571
126921,154591,,,,,,,,,,,33914,147610
125490,154563,,,,,,,,,,,32669,147609
124033,154560,,,,,,,,,,,31625,147594
122528,154532,,,,,,,,,,,30757,147591
121074,154510,,,,,,,,,,,30045,147574
119566,154474,,,,,,,,,,,29485,147570
118066,154450,,,,,,,,,,,29043,147618
116546,154416,,,,,,,,,,,28802,147678
114994,154378,,,,,,,,,,,28734,147761
113441,154330,,,,,,,,,,,28784,147865
111945,154291,,,,,,,,,,,28877,148000
110384,154234,,,,,,,,,,,29163,148128
108879,154167,,,,,,,,,,,29537,148275
107332,154098,,,,,,,,,,,30024,148408
105780,154023,,,,,,,,,,,30592,148514
104162,153977,,,,,,,,,,,31218,148637
102549,153926,,,,,,,,,,,31931,148776
100929,153901,,,,,,,,,,,32695,148879
99286,153879,,,,,,,,,,,33677,148952
97623,154002,,,,,,,,,,,34545,148983
95955,153786,,,,,,,,,,,35485,149023
94312,153702,,,,,,,,,,,36503,149015
92674,153628,,,,,,,,,,,37539,149021
91065,153538,,,,,,,,,,,38638,149008
89471,153416,,,,,,,,,,,39731,148990
88046,153326,,,,,,,,,,,40874,148995
86508,153229,,,,,,,,,,,42016,149013
84953,153105,,,,,,,,,,,43285,149089
83383,152972,,,,,,,,,,,44463,149141
81912,152871,,,,,,,,,,,45643,149181
80527,152773,,,,,,,,,,,46833,149154
79053,152697,,,,,,,,,,,48050,149108
77627,152656,,,,,,,,,,,49251,149113
76139,152637,,,,,,,,,,,50494,149091
74701,152597,,,,,,,,,,,51704,149057
73230,152590,,,,,,,,,,,52927,148986
71774,152596,,,,,,,,,,,54139,148940
70317,152624,,,,,,,,,,,55410,148902
68809,152649,,,,,,,,,,,56635,148907
67417,152651,,,,,,,,,,,57836,148874
66036,152683,,,,,,,,,,,59057,148907
64657,152745,,,,,,,,,,,60277,148957
63361,152780,,,,,,,,,,,61489,148943
62027,152808,,,,,,,,,,,62660,148986
60823,152828,,,,,,,,,,,63862,149041
59612,152881,,,,,,,,,,,65045,149068
58499,152889,,,,,,,,,,,66275,149052
57428,152923,,,,,,,,,,,67429,149044
56389,152931,,,,,,,,,,,68595,149098
55417,152953,,,,,,,,,,,69758,149116
54462,152975,,,,,,,,,,,70939,149085
53508,152988,,,,,,,,,,,72096,149086
52637,153001,,,,,,,,,,,73254,149127
51838,153024,,,,,,,,,,,74402,149129
51110,153049,,,,,,,,,,,75570,149201
50543,153073,,,,,,,,,,,76717,149213
49940,153104,,,,,,,,,,,77827,149214
49401,153147,,,,,,,,,,,78911,149277
48946,153169,,,,,,,,,,,79975,149297
48602,153161,,,,,,,,,,,80938,149331
48329,153148,,,,,,,,,,,82007,149332
48147,153127,,,,,,,,,,,82911,149334
47990,153097,,,,,,,,,,,83922,149334
47915,153032,,,,,,,,,,,84939,149350
47841,152956,,,,,,,,,,,85935,149354
47837,152881,,,,,,,,,,,86912,149384
47887,152812,,,,,,,,,,,87848,149417
47977,152715,,,,,,,,,,,88778,149441
48110,152639,,,,,,,,,,,89707,149461
48315,152572,,,,,,,,,,,90632,149448
48580,152548,,,,,,,,,,,91553,149464
48943,152520,,,,,,,,,,,92455,149505
49317,152530,,,,,,,,,,,93336,149521
49744,152540,,,,,,,,,,,94203,149518
50225,152545,,,,,,,,,,,95026,149504
50753,152551,,,,,,,,,,,95835,149513
51348,152588,,,,,,,,,,,96658,149543
52000,152586,,,,,,,,,,,97447,149540
52697,152615,,,,,,,,,,,98231,149552
53521,152612,,,,,,,,,,,99005,149526
54323,152653,,,,,,,,,,,99716,149508
55165,152659,,,,,,,,,,,100398,149486
56054,152696,,,,,,,,,,,101126,149474
56956,152719,,,,,,,,,,,101837,149456
57916,152726,,,,,,,,,,,102543,149447
58939,152793,,,,,,,,,,,103235,149429
59981,152821,,,,,,,,,,,103968,149434
61023,152838,,,,,,,,,,,104673,149477
62124,152874,,,,,,,,,,,105329,149493
63249,152889,,,,,,,,,,,105974,149515
64394,152940,,,,,,,,,,,106611,149519
65574,152969,,,,,,,,,,,107258,149526
66836,152958,,,,,,,,,,,107948,149539
68046,152981,,,,,,,,,,,108569,149544
69298,153020,,,,,,,,,,,109199,149543
70534,153094,,,,,,,,,,,109806,149520
71830,153134,,,,,,,,,,,110425,149512
73168,153173,,,,,,,,,,,111053,149518
74483,153202,,,,,,,,,,,111687,149529
75855,153249,,,,,,,,,,,112327,149538
77146,153293,,,,,,,,,,,112958,149558
78492,153379,,,,,,,,,,,113566,149577
79845,153465,,,,,,,,,,,114173,149700
81250,153562,,,,,,,,,,,114765,149724
82633,153650,,,,,,,,,,,115358,149722
84086,153735,,,,,,,,,,,115961,149623
85458,153778,,,,,,,,,,,116558,149631
86792,153872,,,,,,,,,,,117165,149639
88155,153980,,,,,,,,,,,117750,149656
89520,154085,,,,,,,,,,,118358,149666
90780,154150,,,,,,,,,,,118951,149647
92114,154217,,,,,,,,,,,119537,149617
93404,154287,,,,,,,,,,,120126,149592
94653,154359,,,,,,,,,,,120729,149578
95853,154448,,,,,,,,,,,121357,149587
97049,154499,,,,,,,,,,,122006,149588
98288,154698,,,,,,,,,,,122653,149598
99496,154728,,,,,,,,,,,123299,149612
100690,154731,,,,,,,,,,,123956,149631
101928,154761,,,,,,,,,,,124591,149655
103137,154829,,,,,,,,,,,125210,149682
104343,154871,,,,,,,,,,,125854,149737
105556,154734,,,,,,,,,,,126471,149759
106790,154773,,,,,,,,,,,127084,149769
108068,154821,,,,,,,,,,,127699,149771
109321,154874,,,,,,,,,,,128333,149762
110614,154944,,,,,,,,,,,128893,149769
111887,155054,,,,,,,,,,,129453,149761
113180,155158,,,,,,,,,,,130024,149738
114456,155248,,,,,,,,,,,130590,149714
115789,155334,,,,,,,,,,,131155,149697
117063,155392,,,,,,,,,,,131761,149657
118377,155464,,,,,,,,,,,132309,149635
119659,155535,,,,,,,,,,,132860,149640
120912,155603,,,,,,,,,,,133455,149674
122164,155632,,,,,,,,,,,134062,149687
123393,155687,,,,,,,,,,,134612,149704
124669,155738,,,,,,,,,,,135236,149700
125989,155777,,,,,,,,,,,135809,149719
127258,155782,,,,,,,,,,,136373,149718
128539,155771,,,,,,,,,,,136948,149729
129838,155772,,,,,,,,,,,137521,149731
131029,155770,,,,,,,,,,,138156,149714
132193,155774,,,,,,,,,,,138794,149728
133340,155788,,,,,,,,,,,139360,149758
134501,155787,,,,,,,,,,,139861,149760
135607,155790,,,,,,,,,,,140471,149781
136709,155780,,,,,,,,,,,141090,149788
137733,155743,,,,,,,,,,,141707,149779
138783,155706,,,,,,,,,,,142308,149770
139780,155699,,,,,,,,,,,142970,149777
140792,155695,,,,,,,,,,,143521,149773
141747,155671,,,,,,,,,,,144088,149787
142731,155639,,,,,,,,,,,144658,149802
143705,155626,,,,,,,,,,,145172,149814
144749,155630,,,,,,,,,,,145769,149815
145833,155655,,,,,,,,,,,146343,149816
146965,155698,,,,,,,,,,,146949,149802
148158,155729,,,,,,,,,,,147538,149792
149309,155795,,,,,,,,,,,148149,149775
150431,155869,,,,,,,,,,,148744,149783
151514,155919,,,,,,,,,,,149358,149808
152554,155937,,,,,,,,,,,149961,149851
153501,155975,,,,,,,,,,,150588,149876
154425,156028,,,,,,,,,,,151200,149909
155298,156074,,,,,,,,,,,151782,149913
156094,156036,,,,,,,,,,,152356,149927
156854,156056,,,,,,,,,,,152872,149949
157548,156106,,,,,,,,,,,153329,149966
158167,156155,,,,,,,,,,,153783,149994
158717,156167,,,,,,,,,,,154222,150038
159171,156119,,,,,,,,,,,154660,150065
159602,156076,,,,,,,,,,,155119,150092
159955,156047,,,,,,,,,,,155580,150114
160238,155998,,,,,,,,,,,156045,150128
160484,155876,,,,,,,,,,,156506,150147
160666,155822,,,,,,,,,,,156946,150186
160754,155777,,,,,,,,,,,157378,150208
160804,155706,,,,,,,,,,,157790,150244
160887,155582,,,,,,,,,,,158225,150275
160960,155545,,,,,,,,,,,158631,150320
160998,155521,,,,,,,,,,,159039,150343
160993,155475,,,,,,,,,,,159408,150375
160995,155450,,,,,,,,,,,159790,150386
160959,155502,,,,,,,,,,,160088,150425
160993,155477,,,,,,,,,,,160386,150454
160973,155504,,,,,,,,,,,160693,150489
160990,155532,,,,,,,,,,,160994,150544
161004,155536,,,,,,,,,,,161295,150580
160988,155594,,,,,,,,,,,161547,150621
160997,155612,,,,,,,,,,,161846,150669
160935,155579,,,,,,,,,,,162085,150709
160890,155545,,,,,,,,,,,162330,150749
160848,155562,,,,,,,,,,,162546,150801
160802,155548,,,,,,,,,,,162790,150854
160773,155548,,,,,,,,,,,163046,150927
160792,155535,,,,,,,,,,,163339,150993
160725,155487,,,,,,,,,,,163573,151047
160716,155464,,,,,,,,,,,163833,151099
160696,155444,,,,,,,,,,,164076,151122
160654,155437,,,,,,,,,,,164291,151138
160606,155418,,,,,,,,,,,164471,151156
